X,CH1,
Second,Volt,
-2.9800001e-01,7.20000e-01,
-2.9700002e-01,6.40000e-01,
-2.9600000e-01,6.40000e-01,
-2.9500002e-01,4.00000e-01,
-2.9400000e-01,4.00000e-01,
-2.9300001e-01,1.60000e-01,
-2.9200000e-01,2.40000e-01,
-2.9100001e-01,0.00000e+00,
-2.9000002e-01,8.00000e-02,
-2.8900000e-01,3.20000e-01,
-2.8800002e-01,3.20000e-01,
-2.8700000e-01,5.60000e-01,
-2.8600001e-01,5.60000e-01,
-2.8500000e-01,8.80000e-01,
-2.8400001e-01,8.00000e-01,
-2.8300002e-01,1.12000e+00,
-2.8200001e-01,1.04000e+00,
-2.8100002e-01,1.44000e+00,
-2.8000000e-01,1.44000e+00,
-2.7900001e-01,1.68000e+00,
-2.7800000e-01,1.60000e+00,
-2.7700001e-01,1.92000e+00,
-2.7600002e-01,1.84000e+00,
-2.7500001e-01,2.08000e+00,
-2.7400002e-01,2.08000e+00,
-2.7300000e-01,2.40000e+00,
-2.7200001e-01,2.32000e+00,
-2.7100000e-01,2.64000e+00,
-2.7000001e-01,2.64000e+00,
-2.6900002e-01,2.96000e+00,
-2.6800001e-01,2.88000e+00,
-2.6700002e-01,3.12000e+00,
-2.6600000e-01,3.04000e+00,
-2.6500002e-01,3.28000e+00,
-2.6400000e-01,3.28000e+00,
-2.6300001e-01,2.96000e+00,
-2.6199999e-01,3.04000e+00,
-2.6100001e-01,2.80000e+00,
-2.6000002e-01,2.80000e+00,
-2.5900000e-01,2.40000e+00,
-2.5800002e-01,2.48000e+00,
-2.5700000e-01,2.24000e+00,
-2.5600001e-01,2.24000e+00,
-2.5500000e-01,2.00000e+00,
-2.5400001e-01,2.00000e+00,
-2.5300002e-01,1.76000e+00,
-2.5200000e-01,1.76000e+00,
-2.5100002e-01,1.52000e+00,
-2.5000000e-01,1.60000e+00,
-2.4900001e-01,1.28000e+00,
-2.4800000e-01,1.28000e+00,
-2.4700001e-01,9.60000e-01,
-2.4600001e-01,9.60000e-01,
-2.4500000e-01,7.20000e-01,
-2.4400000e-01,7.20000e-01,
-2.4300000e-01,4.80000e-01,
-2.4200001e-01,5.60000e-01,
-2.4100001e-01,2.40000e-01,
-2.4000001e-01,2.40000e-01,
-2.3900001e-01,0.00000e+00,
-2.3800001e-01,0.00000e+00,
-2.3700000e-01,2.40000e-01,
-2.3600000e-01,2.40000e-01,
-2.3500001e-01,5.60000e-01,
-2.3400001e-01,4.80000e-01,
-2.3300001e-01,8.00000e-01,
-2.3200001e-01,7.20000e-01,
-2.3100001e-01,1.04000e+00,
-2.3000000e-01,9.60000e-01,
-2.2900000e-01,1.28000e+00,
-2.2800000e-01,1.28000e+00,
-2.2700001e-01,1.60000e+00,
-2.2600001e-01,1.52000e+00,
-2.2500001e-01,1.76000e+00,
-2.2400001e-01,1.76000e+00,
-2.2300000e-01,2.08000e+00,
-2.2200000e-01,2.00000e+00,
-2.2100000e-01,2.24000e+00,
-2.2000001e-01,2.24000e+00,
-2.1900001e-01,2.48000e+00,
-2.1800001e-01,2.40000e+00,
-2.1700001e-01,2.80000e+00,
-2.1600001e-01,2.80000e+00,
-2.1500000e-01,3.04000e+00,
-2.1400000e-01,2.96000e+00,
-2.1300000e-01,3.28000e+00,
-2.1200001e-01,3.28000e+00,
-2.1100001e-01,3.12000e+00,
-2.1000001e-01,3.04000e+00,
-2.0900001e-01,2.80000e+00,
-2.0800000e-01,2.88000e+00,
-2.0700000e-01,2.64000e+00,
-2.0600000e-01,2.64000e+00,
-2.0500001e-01,2.24000e+00,
-2.0400001e-01,2.32000e+00,
-2.0300001e-01,2.08000e+00,
-2.0200001e-01,2.08000e+00,
-2.0100001e-01,1.84000e+00,
-2.0000000e-01,1.92000e+00,
-1.9900000e-01,1.60000e+00,
-1.9800000e-01,1.60000e+00,
-1.9700001e-01,1.36000e+00,
-1.9600001e-01,1.36000e+00,
-1.9500001e-01,1.04000e+00,
-1.9400001e-01,1.04000e+00,
-1.9300000e-01,8.80000e-01,
-1.9200000e-01,8.80000e-01,
-1.9100000e-01,5.60000e-01,
-1.9000001e-01,6.40000e-01,
-1.8900001e-01,3.20000e-01,
-1.8800001e-01,3.20000e-01,
-1.8700001e-01,8.00000e-02,
-1.8600000e-01,0.00000e+00,
-1.8500000e-01,2.40000e-01,
-1.8400000e-01,2.40000e-01,
-1.8300000e-01,4.00000e-01,
-1.8200001e-01,4.00000e-01,
-1.8100001e-01,7.20000e-01,
-1.8000001e-01,6.40000e-01,
-1.7900001e-01,9.60000e-01,
-1.7800000e-01,8.80000e-01,
-1.7700000e-01,1.28000e+00,
-1.7600000e-01,1.12000e+00,
-1.7500000e-01,1.44000e+00,
-1.7400001e-01,1.44000e+00,
-1.7300001e-01,1.68000e+00,
-1.7200001e-01,1.68000e+00,
-1.7100000e-01,1.92000e+00,
-1.7000000e-01,1.92000e+00,
-1.6900000e-01,2.24000e+00,
-1.6800000e-01,2.08000e+00,
-1.6700001e-01,2.40000e+00,
-1.6600001e-01,2.40000e+00,
-1.6500001e-01,2.72000e+00,
-1.6400000e-01,2.64000e+00,
-1.6300000e-01,2.96000e+00,
-1.6200000e-01,2.96000e+00,
-1.6100000e-01,3.12000e+00,
-1.6000000e-01,3.12000e+00,
-1.5900001e-01,3.28000e+00,
-1.5800001e-01,3.12000e+00,
-1.5700001e-01,2.96000e+00,
-1.5600000e-01,2.96000e+00,
-1.5500000e-01,2.72000e+00,
-1.5400000e-01,2.72000e+00,
-1.5300000e-01,2.40000e+00,
-1.5200001e-01,2.40000e+00,
-1.5100001e-01,2.16000e+00,
-1.5000001e-01,2.24000e+00,
-1.4900000e-01,1.92000e+00,
-1.4800000e-01,2.00000e+00,
-1.4700000e-01,1.68000e+00,
-1.4600000e-01,1.68000e+00,
-1.4500000e-01,1.44000e+00,
-1.4400001e-01,1.44000e+00,
-1.4300001e-01,1.12000e+00,
-1.4200000e-01,1.28000e+00,
-1.4100000e-01,8.80000e-01,
-1.4000000e-01,8.80000e-01,
-1.3900000e-01,6.40000e-01,
-1.3800000e-01,7.20000e-01,
-1.3700001e-01,4.00000e-01,
-1.3600001e-01,4.00000e-01,
-1.3500001e-01,2.40000e-01,
-1.3400000e-01,2.40000e-01,
-1.3300000e-01,0.00000e+00,
-1.3200000e-01,8.00000e-02,
-1.3100000e-01,3.20000e-01,
-1.3000000e-01,3.20000e-01,
-1.2900001e-01,5.60000e-01,
-1.2800001e-01,5.60000e-01,
-1.2700000e-01,8.80000e-01,
-1.2600000e-01,8.00000e-01,
-1.2500000e-01,1.04000e+00,
-1.2400001e-01,1.04000e+00,
-1.2300000e-01,1.44000e+00,
-1.2200001e-01,1.28000e+00,
-1.2100001e-01,1.60000e+00,
-1.2000001e-01,1.60000e+00,
-1.1900001e-01,1.84000e+00,
-1.1800001e-01,1.76000e+00,
-1.1700001e-01,2.08000e+00,
-1.1600001e-01,2.00000e+00,
-1.1500001e-01,2.32000e+00,
-1.1400001e-01,2.24000e+00,
-1.1300001e-01,2.64000e+00,
-1.1200001e-01,2.64000e+00,
-1.1100001e-01,2.88000e+00,
-1.1000001e-01,2.80000e+00,
-1.0900001e-01,3.12000e+00,
-1.0800001e-01,3.04000e+00,
-1.0700001e-01,3.28000e+00,
-1.0600001e-01,3.28000e+00,
-1.0500001e-01,3.04000e+00,
-1.0400001e-01,3.04000e+00,
-1.0300001e-01,2.80000e+00,
-1.0200001e-01,2.80000e+00,
-1.0100001e-01,2.48000e+00,
-1.0000001e-01,2.64000e+00,
